PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.SNRNP25_79622.wgt.RDat	SNRNP25	16	103829	107668	0.08792	NA	    NA	NA	       NA	    NA	    NA	   0	  0	top1	0.025	6.2e-06	       NA	       NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.NPRL3_8131.wgt.RDat	NPRL3	16	134273	188672	0.04098	rs8466	-2.446	rs41340949	 8.71e-03	 0.000	-0.854	  66	  4	lasso	0.017	0.00016	  0.27677	 7.82e-01
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.ITFG3_83986.wgt.RDat	ITFG3	16	284801	319942	0.02481	NA	    NA	NA	       NA	    NA	    NA	   0	  0	top1	0.0098	0.0032	       NA	       NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.RGS11_8786.wgt.RDat	RGS11	16	318310	325914	0.03808	rs1122794	-1.694	rs8044711	-5.72e-04	 0.000	-0.310	  59	 59	blup	0.015	0.00038	  0.32116	 7.48e-01
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.TMEM8A_58986.wgt.RDat	TMEM8A	16	420777	431978	0.03321	rs7185254	-2.057	rs3916990	 3.18e-02	 0.000	-0.692	  51	 51	blup	0.035	8.1e-08	 -0.00345	 9.97e-01
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.DECR2_26063.wgt.RDat	DECR2	16	451858	462486	0.08354	rs7185254	-2.057	rs11860497	 4.79e-02	 0.000	-0.428	  43	 14	enet	0.092	3e-18	 -0.20256	 8.39e-01
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.PIGQ_9091.wgt.RDat	PIGQ	16	617032	634108	0.01564	rs4144003	 2.424	rs9934705	 6.18e-03	 0.000	-0.205	  48	 48	blup	0.013	0.00088	 -1.87352	 6.10e-02
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.WFIKKN1_117166.wgt.RDat	WFIKKN1	16	679239	684116	0.14806	NA	    NA	NA	       NA	    NA	    NA	   0	  0	top1	0.21	5.9e-41	       NA	       NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.C16orf13_84326.wgt.RDat	C16orf13	16	684429	686347	0.02017	NA	    NA	NA	       NA	    NA	    NA	   0	  0	top1	0.03	7.7e-07	       NA	       NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.WDR90_197335.wgt.RDat	WDR90	16	699363	717829	0.00845	rs9937369	-2.526	rs7190358	 3.85e-03	 0.000	 2.050	  55	  3	lasso	0.0082	0.0066	 -0.85002	 3.95e-01
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.RHOT2_89941.wgt.RDat	RHOT2	16	718133	724170	0.01433	rs9937369	-2.526	rs4984677	 5.63e-03	 0.000	 2.282	  51	 51	blup	0.0064	0.015	 -1.65337	 9.83e-02
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.JMJD8_339123.wgt.RDat	JMJD8	16	731667	734439	0.04483	rs9937369	-2.526	rs2269561	 5.90e-04	 0.000	 0.782	  49	 49	blup	0.0076	0.0083	  0.34034	 7.34e-01
