PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
TCGA-OV.TUMOR	data/Updated_OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.DEFB126_81623.wgt.RDat	DEFB126	20	123252	126391	0.3215	rs16994490	-1.004	rs6135141	 0.056859	 0	-0.387	54	54	blup	0.16	8.4e-11	 0.0373	0.9702
TCGA-OV.TUMOR	data/Updated_OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.SIRPB2_284759.wgt.RDat	SIRPB2	20	1455236	1472233	0.2468	NA	    NA	NA	       NA	NA	    NA	 0	 0	top1	0.17	7.5e-12	     NA	    NA
TCGA-OV.TUMOR	data/Updated_OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.SIRPB1_10326.wgt.RDat	SIRPB1	20	1545030	1600689	0.2196	rs8117968	-1.896	rs2422581	 0.060367	 0	-0.511	84	 6	lasso	0.064	4.2e-05	 0.1477	0.8826
TCGA-OV.TUMOR	data/Updated_OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.CPXM1_56265.wgt.RDat	CPXM1	20	2774716	2781282	0.1094	rs215536	-1.732	rs4815541	 0.013299	 0	-0.174	50	10	enet	0.062	4.9e-05	-0.1148	0.9086
TCGA-OV.TUMOR	data/Updated_OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.ITPA_3704.wgt.RDat	ITPA	20	3190056	3204504	0.3381	rs1207	-1.695	rs3087802	 0.124707	 0	 0.596	53	 3	lasso	0.19	3.1e-13	 0.4433	0.6576
TCGA-OV.TUMOR	data/Updated_OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.HSPA12B_116835.wgt.RDat	HSPA12B	20	3713356	3733756	0.1474	rs4813639	 2.959	rs2853215	-0.001975	 0	-1.039	62	13	enet	0.041	0.00085	 0.0392	0.9688
TCGA-OV.TUMOR	data/Updated_OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.C20orf30_29058.wgt.RDat	C20orf30	20	5049130	5093733	0.0610	NA	    NA	NA	       NA	NA	    NA	 0	 0	top1	0.094	6.2e-07	     NA	    NA
TCGA-OV.TUMOR	data/Updated_OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.MCM8_84515.wgt.RDat	MCM8	20	5931298	5975829	0.1103	rs454422	-2.086	rs988036	 0.052468	 0	 1.210	96	96	blup	0.075	9.1e-06	 1.7703	0.0767
TCGA-OV.TUMOR	data/Updated_OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.PLCB1_23236.wgt.RDat	PLCB1	20	8095100	8865545	0.2251	NA	    NA	NA	       NA	NA	    NA	 0	 0	top1	0.09	1.2e-06	     NA	    NA
TCGA-OV.TUMOR	data/Updated_OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.KIF16B_55614.wgt.RDat	KIF16B	20	16252749	16554078	0.0997	NA	    NA	NA	       NA	NA	    NA	 0	 0	top1	0.085	2.1e-06	     NA	    NA
TCGA-OV.TUMOR	data/Updated_OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.CSRP2BP_57325.wgt.RDat	CSRP2BP	20	18118527	18169015	0.0774	rs1205217	 1.960	rs13039840	 0.011813	 0	 0.396	59	59	blup	0.013	0.039	 0.0798	0.9364
TCGA-OV.TUMOR	data/Updated_OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.NAPB_63908.wgt.RDat	NAPB	20	23355157	23402156	0.0386	rs6048778	-1.937	rs3004096	 0.000201	 0	-1.170	92	92	blup	0.026	0.0072	 0.9823	0.3259
TCGA-OV.TUMOR	data/Updated_OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.CSTL1_128817.wgt.RDat	CSTL1	20	23420322	23425566	0.2082	rs1028523	 2.178	rs2424531	 0.031346	 0	-1.134	58	 6	enet	0.078	5.6e-06	 0.0748	0.9404
TCGA-OV.TUMOR	data/Updated_OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.CST9_128822.wgt.RDat	CST9	20	23583049	23586610	0.0659	rs10485646	-1.255	rs6083171	 0.007011	 0	 0.744	53	53	blup	0.018	0.02	 1.1350	0.2564
TCGA-OV.TUMOR	data/Updated_OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.CST2_1470.wgt.RDat	CST2	20	23804404	23807312	0.0632	rs6138110	 2.596	rs6138072	 0.039754	 0	 0.994	49	49	blup	0.064	3.7e-05	 0.4359	0.6629
TCGA-OV.TUMOR	data/Updated_OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.ABHD12_26090.wgt.RDat	ABHD12	20	25275380	25371477	0.0832	NA	    NA	NA	       NA	NA	    NA	 0	 0	top1	0.09	1.1e-06	     NA	    NA
TCGA-OV.TUMOR	data/Updated_OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.FAM182B_728882.wgt.RDat	FAM182B	20	25744102	25848786	0.3067	rs6050941	-0.901	rs6115273	 0.152863	 0	 0.378	17	17	blup	0.17	7.9e-12	-0.5010	0.6164
TCGA-OV.TUMOR	data/Updated_OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.LOC100134868_100134868.wgt.RDat	LOC100134868	20	25990435	26002424	0.0849	rs6115458	-1.161	rs6132907	 0.102550	 0	 0.177	11	 2	lasso	0.11	9.3e-08	 0.6367	0.5243
TCGA-OV.TUMOR	data/Updated_OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.FAM182A_284800.wgt.RDat	FAM182A	20	26035250	26067552	0.2200	rs2697515	 1.102	rs6051087	 0.172571	 0	-1.005	 8	 4	enet	0.19	1.2e-12	-1.1645	0.2442
TCGA-OV.TUMOR	data/Updated_OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.MYLK2_85366.wgt.RDat	MYLK2	20	30407178	30422500	0.1269	rs6058475	-1.617	rs6060938	 0.159806	 0	 0.259	43	43	blup	0.17	2.6e-11	-0.0412	0.9671
TCGA-OV.TUMOR	data/Updated_OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.MAPRE1_22919.wgt.RDat	MAPRE1	20	31407699	31438210	0.0361	NA	    NA	NA	       NA	NA	    NA	 0	 0	top1	0.031	0.0033	     NA	    NA
