PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.ZNF718_255403.wgt.RDat	ZNF718	4	53272	156488	0.4851	rs13435282	 1.392	rs6842197	 0.542420	 14.48	-0.476	 24	  1	top1	0.54	3.2e-67	-0.47600	0.634074
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.PIGG_54872.wgt.RDat	PIGG	4	492989	533319	0.0372	rs11730564	-2.100	rs13114026	 0.013773	  4.08	 0.878	 31	 31	blup	0.024	0.0013	 0.96554	0.334274
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.MYL5_4636.wgt.RDat	MYL5	4	667369	675816	0.0399	rs4463020	 1.499	rs3891250	 0.025543	 -3.94	 1.211	 33	 33	blup	0.033	0.00022	-0.88034	0.378675
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.MFSD7_84179.wgt.RDat	MFSD7	4	675619	682973	0.1076	rs4463020	 1.499	rs7436737	 0.102452	  6.61	 1.323	 33	  1	top1	0.1	7.7e-11	 1.32300	0.185835
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.IDUA_3425.wgt.RDat	IDUA	4	980785	998316	0.1338	rs3755955	 2.064	rs4690326	 0.013196	 -4.90	-0.611	 51	 51	blup	0.1	6e-11	 1.52492	0.127279
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.RNF212_285498.wgt.RDat	RNF212	4	1050043	1107582	0.0409	rs4647934	 1.932	rs6827357	 0.016215	  4.03	-1.546	 82	 82	blup	0.02	0.0029	-0.95392	0.340126
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.SPON2_10417.wgt.RDat	SPON2	4	1160722	1166980	0.1529	rs1250125	-2.317	rs10014526	 0.096077	  6.34	 0.678	 37	 10	enet	0.11	1.1e-11	-0.41123	0.680904
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.LOC100130872_100130872.wgt.RDat	LOC100130872	4	1189572	1202750	0.0750	rs2291199	 2.872	rs1250108	 0.027709	  4.13	-1.221	 44	 44	blup	0.037	8.9e-05	-0.71127	0.476918
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.KIAA1530_57654.wgt.RDat	KIAA1530	4	1341104	1381836	0.2303	rs6847965	 3.722	rs7695691	 0.018063	 -5.20	 2.393	 49	 49	blup	0.13	3.9e-13	-0.42305	0.672262
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.CRIPAK_285464.wgt.RDat	CRIPAK	4	1385340	1389782	0.2661	rs6847965	 3.722	rs10024529	 0.174411	  8.39	-0.147	 29	  4	enet	0.18	2.7e-18	-0.50917	0.610636
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.FAM53A_152877.wgt.RDat	FAM53A	4	1641609	1685854	0.1596	rs6852065	-1.766	rs798727	 0.150522	  7.92	 0.590	 56	  1	top1	0.15	1.7e-15	 0.59000	0.555191
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.TMEM129_92305.wgt.RDat	TMEM129	4	1717680	1723084	0.1167	rs6852065	-1.766	rs2854915	 0.009897	 -3.95	-1.359	 47	 47	blup	0.054	2.5e-06	 1.52815	0.126476
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.WHSC1_7468.wgt.RDat	WHSC1	4	1873123	1983933	0.0249	rs10488835	 2.409	rs231200	 0.009679	  3.47	 0.404	 24	 24	blup	0.02	0.0031	 0.85848	0.390629
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.ZFYVE28_57732.wgt.RDat	ZFYVE28	4	2271325	2420369	0.0723	rs743695	 2.611	rs3135132	 0.004249	  3.51	-0.220	119	119	blup	0.023	0.0018	 1.18077	0.237695
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.RNF4_6047.wgt.RDat	RNF4	4	2470807	2517581	0.0593	rs1048727	 1.941	rs961067	 0.070879	  5.44	-1.385	 47	  1	top1	0.071	6.8e-08	-1.38500	0.166052
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.C4orf10_317648.wgt.RDat	C4orf10	4	2936626	2963465	0.0488	rs1263332	 2.000	rs4964	 0.030757	 -4.51	 1.635	 59	  7	enet	0.034	0.00015	-1.76420	0.077697
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.GRK4_2868.wgt.RDat	GRK4	4	2965343	3042474	0.1174	rs2798303	 2.324	rs2051556	 0.133246	 -7.88	 0.739	 76	  6	lasso	0.14	6e-15	-0.57820	0.563129
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.C4orf44_345222.wgt.RDat	C4orf44	4	3250767	3265839	0.0444	rs2749786	-1.672	rs3095077	 0.008393	 -3.55	 0.898	 41	 18	enet	0.023	0.0016	-0.85958	0.390020
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.HGFAC_3083.wgt.RDat	HGFAC	4	3443726	3451211	0.0529	rs3213506	 2.634	rs4690098	 0.049568	  4.63	 1.745	 67	  2	lasso	0.053	3e-06	 1.28916	0.197342
