PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.IQSEC3_440073.wgt.RDat	IQSEC3	12	176203	286322	0.01426	NA	NA	NA	NA	NA	NA	  0	0	top1	0.017	0.00018	NA	NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.SLC6A12_6539.wgt.RDat	SLC6A12	12	299250	323371	0.02610	NA	NA	NA	NA	NA	NA	  0	0	top1	0.021	2.5e-05	NA	NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.CCDC77_84318.wgt.RDat	CCDC77	12	498516	551804	0.02951	NA	NA	NA	NA	NA	NA	  0	0	top1	0.046	9.6e-10	NA	NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.B4GALNT3_283358.wgt.RDat	B4GALNT3	12	569543	671058	0.04836	NA	NA	NA	NA	NA	NA	120	0	blup	0.012	0.0013	NA	NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.NINJ2_4815.wgt.RDat	NINJ2	12	673463	772755	0.04146	NA	NA	NA	NA	NA	NA	115	0	enet	0.014	0.00062	NA	NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.WNK1_65125.wgt.RDat	WNK1	12	862225	1020617	0.03486	NA	NA	NA	NA	NA	NA	  0	0	top1	0.024	7.1e-06	NA	NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.RAD52_5893.wgt.RDat	RAD52	12	1021255	1099219	0.12648	NA	NA	NA	NA	NA	NA	 68	0	blup	0.12	6.7e-23	NA	NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.ERC1_23085.wgt.RDat	ERC1	12	1100404	1605099	0.03133	NA	NA	NA	NA	NA	NA	  0	0	top1	0.034	1.6e-07	NA	NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.C12orf32_83695.wgt.RDat	C12orf32	12	2986365	2998624	0.03393	NA	NA	NA	NA	NA	NA	  0	0	top1	0.033	1.9e-07	NA	NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.TULP3_7289.wgt.RDat	TULP3	12	2986365	3050306	0.04577	NA	NA	NA	NA	NA	NA	 70	0	lasso	0.024	6.8e-06	NA	NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.PARP11_57097.wgt.RDat	PARP11	12	3918027	3982608	0.01189	NA	NA	NA	NA	NA	NA	  0	0	top1	0.012	0.0012	NA	NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.C12orf5_57103.wgt.RDat	C12orf5	12	4430359	4469188	0.04315	NA	NA	NA	NA	NA	NA	  0	0	top1	0.035	8.4e-08	NA	NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.AKAP3_10566.wgt.RDat	AKAP3	12	4724677	4754343	0.19026	NA	NA	NA	NA	NA	NA	  0	0	top1	0.21	3.7e-42	NA	NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.KCNA6_3742.wgt.RDat	KCNA6	12	4918342	4960277	0.03153	NA	NA	NA	NA	NA	NA	117	0	blup	0.0027	0.079	NA	NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.LTBR_4055.wgt.RDat	LTBR	12	6484595	6500732	0.05967	NA	NA	NA	NA	NA	NA	 44	0	blup	0.056	1.2e-11	NA	NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.TAPBPL_55080.wgt.RDat	TAPBPL	12	6561177	6575601	0.20341	NA	NA	NA	NA	NA	NA	  0	0	top1	0.24	1.6e-47	NA	NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.VAMP1_6843.wgt.RDat	VAMP1	12	6571406	6579843	0.05845	NA	NA	NA	NA	NA	NA	 78	0	blup	0.096	4.2e-19	NA	NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.GAPDH_2597.wgt.RDat	GAPDH	12	6643657	6647536	0.02447	NA	NA	NA	NA	NA	NA	 51	0	enet	0.011	0.0019	NA	NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.CLECL1_160365.wgt.RDat	CLECL1	12	9868457	9885860	0.08158	NA	NA	NA	NA	NA	NA	 77	0	lasso	0.027	2.4e-06	NA	NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.CLEC2B_9976.wgt.RDat	CLEC2B	12	10004972	10022458	0.08101	NA	NA	NA	NA	NA	NA	  0	0	top1	0.067	1.2e-13	NA	NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.CLEC12A_160364.wgt.RDat	CLEC12A	12	10103915	10138192	0.15694	NA	NA	NA	NA	NA	NA	 94	0	lasso	0.24	3.4e-48	NA	NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.CLEC12B_387837.wgt.RDat	CLEC12B	12	10163231	10171399	0.15942	NA	NA	NA	NA	NA	NA	 72	0	blup	0.095	6.7e-19	NA	NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.CLEC1A_51267.wgt.RDat	CLEC1A	12	10223082	10251605	0.04024	NA	NA	NA	NA	NA	NA	 60	0	blup	0.022	2.3e-05	NA	NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.OLR1_4973.wgt.RDat	OLR1	12	10310899	10324790	0.06166	NA	NA	NA	NA	NA	NA	 76	0	blup	0.036	5.4e-08	NA	NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.C12orf59_120939.wgt.RDat	C12orf59	12	10331557	10344402	0.05359	NA	NA	NA	NA	NA	NA	 68	0	enet	0.041	7.3e-09	NA	NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.KLRD1_3824.wgt.RDat	KLRD1	12	10457050	10469849	0.02816	NA	NA	NA	NA	NA	NA	 50	0	enet	0.024	8.8e-06	NA	NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.KLRC2_3822.wgt.RDat	KLRC2	12	10579193	10588592	0.05562	NA	NA	NA	NA	NA	NA	  0	0	top1	0.088	1.3e-17	NA	NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.KLRC1_3821.wgt.RDat	KLRC1	12	10594863	10606984	0.04619	NA	NA	NA	NA	NA	NA	 31	0	blup	0.055	2.2e-11	NA	NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.PRH1_5554.wgt.RDat	PRH1	12	10998450	11324213	0.26551	NA	NA	NA	NA	NA	NA	 18	0	lasso	0.23	8.4e-46	NA	NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.PRR4_11272.wgt.RDat	PRR4	12	10998450	11324213	0.09775	NA	NA	NA	NA	NA	NA	 18	0	lasso	0.038	2.2e-08	NA	NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.PRH2_5555.wgt.RDat	PRH2	12	11081834	11087443	0.20309	NA	NA	NA	NA	NA	NA	 55	0	enet	0.073	1e-14	NA	NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.TAS2R14_50840.wgt.RDat	TAS2R14	12	11090854	11091806	0.10292	NA	NA	NA	NA	NA	NA	 55	0	lasso	0.057	1e-11	NA	NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.TAS2R20_259295.wgt.RDat	TAS2R20	12	11148561	11150474	0.17427	NA	NA	NA	NA	NA	NA	 40	0	lasso	0.13	2.5e-25	NA	NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.TAS2R19_259294.wgt.RDat	TAS2R19	12	11174272	11175170	0.04238	NA	NA	NA	NA	NA	NA	  0	0	top1	0.017	0.00013	NA	NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.TAS2R31_259290.wgt.RDat	TAS2R31	12	11182986	11184006	0.13548	NA	NA	NA	NA	NA	NA	 36	0	enet	0.036	6.5e-08	NA	NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.LOH12CR1_118426.wgt.RDat	LOH12CR1	12	12510020	12619838	0.04705	NA	NA	NA	NA	NA	NA	115	0	blup	0.014	0.00064	NA	NA
TCGA-BRCA.TUMOR	data/Updated_BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.HEBP1_50865.wgt.RDat	HEBP1	12	13127801	13153221	0.02611	NA	NA	NA	NA	NA	NA	  0	0	top1	0.019	6.4e-05	NA	NA
