PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.TUBGCP5_114791.wgt.RDat	TUBGCP5	15	22833395	22873889	0.0557	rs11632784	-2.952	rs8029691	 0.005402	 -3.65	-0.513	 56	 56	blup	0.02	4.2e-05	-0.9040	3.66e-01
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.CYFIP1_23191.wgt.RDat	CYFIP1	15	22892684	23003602	0.0295	rs1109036	-2.961	rs6606804	 0.008258	 -3.88	-0.850	119	  1	top1	0.0083	0.0064	 0.8500	3.95e-01
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.NIPA2_81614.wgt.RDat	NIPA2	15	23005349	23034410	0.0363	rs1347314	 2.419	rs1897786	 0.029396	 -5.15	 0.480	 70	  1	top1	0.029	8.8e-07	-0.4800	6.31e-01
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.NDN_4692.wgt.RDat	NDN	15	23930562	23932450	0.0193	rs11161318	 2.765	rs7497973	 0.028996	  4.88	-1.036	 48	  1	top1	0.029	1e-06	-1.0360	3.00e-01
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.GABRB3_2562.wgt.RDat	GABRB3	15	26788695	27184686	0.0672	rs4906896	 2.878	rs8042482	 0.049605	 -6.50	-2.062	219	  1	top1	0.05	2e-10	 2.0620	3.92e-02
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.FAM7A3_89837.wgt.RDat	FAM7A3	15	30395935	30423946	0.0311	rs11631476	-0.553	rs11631476	 0.002087	  3.35	-0.553	  5	  5	enet	0.018	0.00012	-0.7949	4.27e-01
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.MTMR10_54893.wgt.RDat	MTMR10	15	31231144	31283807	0.0194	rs12913672	-1.744	rs2955788	 0.014242	  4.32	-0.945	 84	 84	blup	0.019	7.7e-05	-1.0757	2.82e-01
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.AVEN_57099.wgt.RDat	AVEN	15	34158429	34331303	0.0496	rs12439280	-2.058	rs613479	 0.036708	 -5.53	 0.988	143	  1	top1	0.037	4.2e-08	-0.9880	3.23e-01
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.C15orf29_79768.wgt.RDat	C15orf29	15	34432876	34502297	0.0206	rs12900743	-1.983	rs3764236	 0.008347	 -4.25	 1.707	 71	 71	blup	0.012	0.0011	-0.7913	4.29e-01
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.TMEM85_51234.wgt.RDat	TMEM85	15	34517245	34522350	0.0545	rs4780235	-1.927	rs1133154	 0.018557	 -5.12	-1.000	 46	  1	top1	0.019	8.1e-05	 1.0000	3.17e-01
