PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.TUBGCP5_114791.wgt.RDat	TUBGCP5	15	22833395	22873889	0.0624	rs11632784	-1.668	rs765763	 0.038920	  4.69	 0.1280	 56	  3	lasso	0.065	2.3e-07	 0.3273	7.43e-01
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.GABRA5_2558.wgt.RDat	GABRA5	15	27112058	27194345	0.1117	rs7496866	 3.227	rs7402786	 0.089278	  6.32	 3.0330	 50	  6	lasso	0.097	2.7e-10	 3.3338	8.57e-04
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.OTUD7A_161725.wgt.RDat	OTUD7A	15	31775330	32162992	0.0485	rs11638348	 2.794	rs11857718	 0.006280	 -3.74	-0.2020	185	 13	enet	0.011	0.023	 0.5242	6.00e-01
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.ARHGAP11A_9824.wgt.RDat	ARHGAP11A	15	32907345	32931868	0.0400	rs11857729	 2.409	rs16964074	 0.004489	 -3.74	-0.9620	 44	 44	blup	0.017	0.006	 0.2457	8.06e-01
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.FMN1_342184.wgt.RDat	FMN1	15	33066347	33360085	0.1416	rs1840400	 3.967	rs17235533	 0.107140	 -7.08	 3.8100	311	311	blup	0.11	5.4e-12	-3.6229	2.91e-04
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.TMEM85_51234.wgt.RDat	TMEM85	15	34517245	34522350	0.1350	rs2705343	-3.183	rs1133154	 0.084356	 -6.29	-2.1180	 46	 46	blup	0.09	1.2e-09	 2.9328	3.36e-03
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.NOP10_55505.wgt.RDat	NOP10	15	34633917	34635362	0.0550	rs12595504	-3.658	rs17236847	 0.010010	 -3.39	-1.9610	 43	  5	enet	0.015	0.0094	 2.9551	3.13e-03
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.LPCAT4_254531.wgt.RDat	LPCAT4	15	34651090	34659395	0.0743	rs12595504	-3.658	rs347797	 0.011742	  3.98	 0.2950	 38	  8	enet	0.049	7.1e-06	 0.3341	7.38e-01
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.GOLGA8A_23015.wgt.RDat	GOLGA8A	15	34671272	34682001	0.0517	rs12595504	-3.658	rs12593958	 0.051328	  4.81	-1.3080	 32	  1	top1	0.051	4.2e-06	-1.3080	1.91e-01
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.GOLGA8B_440270.wgt.RDat	GOLGA8B	15	34817485	34828222	0.0419	rs8039908	 0.937	rs8039908	 0.047324	 -4.46	 0.9370	  3	  1	top1	0.047	9.8e-06	-0.9370	3.49e-01
