PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.FOXF2_2295.wgt.RDat	FOXF2	6	1390069	1395831	0.0211	rs12200309	-2.967	rs9392288	-0.000815	 -3.57	 0.732	 71	 71	blup	0.0054	0.023	-0.00896	9.93e-01
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.C6orf195_154386.wgt.RDat	C6orf195	6	2622972	2635298	0.0441	rs1772994	 3.541	rs9392408	 0.040525	  5.92	-2.440	104	104	blup	0.042	4.6e-09	-2.02173	4.32e-02
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.MYLK4_340156.wgt.RDat	MYLK4	6	2663864	2751154	0.0288	rs9405577	-3.516	rs2296356	 0.003416	 -4.05	 0.041	168	  4	lasso	0.016	0.00026	-0.33994	7.34e-01
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.SERPINB1_1992.wgt.RDat	SERPINB1	6	2833736	2842081	0.0450	rs405616	-2.430	rs316338	 0.017895	  4.94	 0.804	 69	 69	blup	0.03	5.7e-07	 1.49723	1.34e-01
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.SERPINB9_5272.wgt.RDat	SERPINB9	6	2887506	2903545	0.0236	rs405616	-2.430	rs318489	 0.000681	 -3.88	 0.813	 55	 55	blup	0.0087	0.0053	-1.19595	2.32e-01
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.SERPINB6_5269.wgt.RDat	SERPINB6	6	2948394	2972399	0.0186	rs1130428	-1.917	rs1125455	 0.011091	 -3.67	-0.223	 83	  1	top1	0.011	0.0019	 0.22300	8.24e-01
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.DKFZP686I15217_401232.wgt.RDat	DKFZP686I15217	6	2988201	2991404	0.0958	rs1130428	-1.917	rs11242815	 0.015698	  4.68	-0.547	 78	 19	enet	0.034	1.3e-07	 0.67876	4.97e-01
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.NQO2_4835.wgt.RDat	NQO2	6	2988201	3019994	0.4242	rs1130428	-1.917	rs2071002	 0.190246	-12.22	-1.632	 89	  6	lasso	0.29	1.3e-60	 0.29588	7.67e-01
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.PSMG4_389362.wgt.RDat	PSMG4	6	3259162	3268300	0.0200	rs6596957	-2.148	rs9503522	 0.023338	 -5.23	-1.367	 67	 67	blup	0.028	1.6e-06	 1.30333	1.92e-01
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.C6orf145_221749.wgt.RDat	C6orf145	6	3722836	3752246	0.0208	rs226963	-2.783	rs4959863	 0.020849	  4.42	-1.052	 80	  1	top1	0.021	3.1e-05	-1.05200	2.93e-01
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.C6orf201_404220.wgt.RDat	C6orf201	6	4079440	4130998	0.0452	rs1414105	-2.290	rs11751668	 0.003357	 -3.66	 0.597	 95	 22	enet	0.023	1.3e-05	-0.34521	7.30e-01
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.PECI_10455.wgt.RDat	PECI	6	4115928	4135831	0.0166	rs1414105	-2.290	rs659305	 0.001060	 -3.47	-0.266	 72	 72	blup	0.012	0.001	 0.10224	9.19e-01
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.LYRM4_57128.wgt.RDat	LYRM4	6	5108654	5261168	0.1254	rs6908240	-3.050	rs464681	 0.092803	 -8.66	-0.372	161	 26	enet	0.12	2e-23	 1.96976	4.89e-02
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.F13A1_2162.wgt.RDat	F13A1	6	6144312	6320924	0.0428	rs3778354	 3.238	rs3844196	 0.018057	  4.90	-0.767	243	  1	top1	0.018	9.9e-05	-0.76700	4.43e-01
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.LY86_9450.wgt.RDat	LY86	6	6588934	6655216	0.1339	rs749770	-2.178	rs1330803	 0.082862	 -8.95	 0.307	128	128	blup	0.12	2.3e-23	 0.44713	6.55e-01
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.TXNDC5_81567.wgt.RDat	TXNDC5	6	7881754	8064647	0.0528	rs910553	-2.053	rs11962800	 0.031941	 -5.62	-0.031	192	  1	top1	0.032	3.1e-07	 0.03100	9.75e-01
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.MUTED_63915.wgt.RDat	MUTED	6	8014217	8064647	0.0166	rs910553	-2.053	rs2057184	 0.000455	  3.33	 0.133	104	104	blup	0.0081	0.0068	-0.55555	5.79e-01
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.EEF1E1_9521.wgt.RDat	EEF1E1	6	8073595	8102828	0.0254	rs17606242	 1.810	rs1413902	 0.029215	 -5.03	 0.658	 65	  1	top1	0.029	9.5e-07	-0.65800	5.11e-01
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.GCNT2_2651.wgt.RDat	GCNT2	6	10492456	10629600	0.0357	rs6905006	-2.069	rs645297	 0.015690	  4.39	-0.057	 80	  1	top1	0.016	0.00027	-0.05700	9.55e-01
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.SYCP2L_221711.wgt.RDat	SYCP2L	6	10747995	10974539	0.0360	rs2153157	-3.044	rs12205626	-0.000480	 -3.40	-1.110	137	137	blup	0.016	0.00023	 2.16699	3.02e-02
