PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
TCGA-PRAD.TUMOR	data/Updated_PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.FAM101B_359845.wgt.RDat	FAM101B	17	289774	295731	0.0979	rs2002015	 5.78	rs11150884	 0.033157	 0.000	 0.637	 74	 74	blup	0.074	3.7e-08	 1.4976	1.34e-01
TCGA-PRAD.TUMOR	data/Updated_PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.VPS53_55275.wgt.RDat	VPS53	17	414730	618096	0.1311	rs410157	 6.97	rs28445967	 0.147933	 0.000	 0.824	113	  4	lasso	0.15	7.2e-16	-6.9004	5.19e-12
TCGA-PRAD.TUMOR	data/Updated_PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.FAM57A_79850.wgt.RDat	FAM57A	17	635847	646074	0.1708	rs385894	 7.07	rs385894	 0.164315	 0.000	 7.072	 50	  8	enet	0.2	8.6e-21	-6.6601	2.74e-11
TCGA-PRAD.TUMOR	data/Updated_PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.GEMIN4_50628.wgt.RDat	GEMIN4	17	647661	655501	0.0527	NA	   NA	NA	       NA	    NA	    NA	  0	  0	top1	0.063	3.5e-07	     NA	      NA
TCGA-PRAD.TUMOR	data/Updated_PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.ELP2P_100131454.wgt.RDat	ELP2P	17	655900	658576	0.3824	rs684232	 6.39	rs17616389	 0.178809	 0.000	-3.783	 53	  5	lasso	0.21	5.2e-22	-0.0913	9.27e-01
TCGA-PRAD.TUMOR	data/Updated_PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.TIMM22_29928.wgt.RDat	TIMM22	17	900357	905388	0.1106	NA	   NA	NA	       NA	    NA	    NA	  0	  0	top1	0.037	9.4e-05	     NA	      NA
TCGA-PRAD.TUMOR	data/Updated_PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.SLC43A2_124935.wgt.RDat	SLC43A2	17	1477697	1532130	0.1003	rs35874481	 2.38	rs10521113	 0.025626	 0.000	 1.141	 61	 61	blup	0.028	0.00059	 0.3876	6.98e-01
TCGA-PRAD.TUMOR	data/Updated_PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.C17orf91_84981.wgt.RDat	C17orf91	17	1614804	1619505	0.0764	NA	   NA	NA	       NA	    NA	    NA	  0	  0	top1	0.051	4.5e-06	     NA	      NA
TCGA-PRAD.TUMOR	data/Updated_PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.SERPINF1_5176.wgt.RDat	SERPINF1	17	1665259	1680867	0.0606	rs1574525	-3.21	rs34853504	 0.025593	 0.000	-2.969	 68	 68	blup	0.048	8.8e-06	-0.2796	7.80e-01
TCGA-PRAD.TUMOR	data/Updated_PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.SMYD4_114826.wgt.RDat	SMYD4	17	1682830	1733175	0.0796	NA	   NA	NA	       NA	    NA	    NA	  0	  0	top1	0.094	4.5e-10	     NA	      NA
