PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.THOC1_9984.wgt.RDat	THOC1	18	214522	268059	0.04054	rs4310948	 2.47	rs681760	 0.018054	 4.08	-0.379	 60	  1	top1	0.018	1e-04	-0.37900	7.05e-01
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.CLUL1_27098.wgt.RDat	CLUL1	18	596998	650291	0.06902	rs11663153	 3.32	rs495716	-0.000770	-3.32	-0.983	118	118	blup	0.017	0.00014	-0.26251	7.93e-01
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.ENOSF1_55556.wgt.RDat	ENOSF1	18	672544	712662	0.07844	rs11663153	 3.32	rs10502290	 0.055488	 8.06	-0.088	 96	  6	lasso	0.11	9.4e-21	-0.06191	9.51e-01
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.METTL4_64863.wgt.RDat	METTL4	18	2537525	2571489	0.03311	rs770235	 2.51	rs770224	 0.022213	 5.67	-0.445	100	100	blup	0.043	2.7e-09	 0.47323	6.36e-01
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.MYL12B_103910.wgt.RDat	MYL12B	18	3262111	3278280	0.01796	rs4441365	-2.52	rs10468735	-0.000211	-2.93	-1.342	 76	 76	blup	0.011	0.0022	-0.12711	8.99e-01
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.DLGAP1_9229.wgt.RDat	DLGAP1	18	3498837	4455266	0.04608	rs12605527	-3.32	rs12959123	 0.011941	-4.83	-1.261	593	  1	top1	0.012	0.0013	 1.26100	2.07e-01
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.FLJ35776_649446.wgt.RDat	FLJ35776	18	3594112	3597376	0.09052	rs9945064	-2.35	rs2240898	 0.050945	 7.28	 0.335	 49	  9	enet	0.084	1.1e-16	-0.19422	8.46e-01
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.C18orf18_147525.wgt.RDat	C18orf18	18	5236724	5238028	0.01313	rs7237057	-1.35	rs9959662	 0.010944	 3.91	-0.538	 60	  1	top1	0.011	0.002	-0.53800	5.91e-01
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.LOC339290_339290.wgt.RDat	LOC339290	18	5238099	5246503	0.16155	rs7237057	-1.35	rs11872923	 0.149887	10.90	-1.036	 69	 69	blup	0.18	9.7e-36	-1.46053	1.44e-01
TCGA-BRCA.TUMOR	data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.RAB12_201475.wgt.RDat	RAB12	18	8609435	8639379	0.03169	rs9958200	 2.63	rs11661427	-0.000990	 3.61	 0.703	 87	 87	blup	0.0079	0.0076	 1.54180	1.23e-01
