PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.TMEM8A_58986.wgt.RDat	TMEM8A	16	420777	431978	0.0719	rs7186612	-1.631	rs11648458	 0.02579	 3.59	 1.423	 52	 52	blup	0.053	0.00018	 1.46032	0.14420
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.SOLH_6650.wgt.RDat	SOLH	16	577856	604634	0.0935	rs4984887	-2.153	rs10903017	 0.02787	 3.72	 0.868	 52	 52	blup	0.06	6.5e-05	 0.94517	0.34457
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.WFIKKN1_117166.wgt.RDat	WFIKKN1	16	679239	684116	0.1295	rs9929621	-1.947	rs4984678	 0.12912	 6.12	 0.169	 47	  1	top1	0.13	4.9e-09	 0.16900	0.86580
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.C16orf13_84326.wgt.RDat	C16orf13	16	684429	686347	0.0414	rs9929621	-1.947	rs34409359	 0.01872	 3.60	-0.078	 46	 46	blup	0.041	0.00087	 0.26081	0.79424
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.STUB1_10273.wgt.RDat	STUB1	16	730115	732767	0.0449	rs12443803	-2.185	rs4984684	 0.03569	 4.00	-0.874	 47	  1	top1	0.036	0.0018	-0.87400	0.38212
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.WDR24_84219.wgt.RDat	WDR24	16	734702	740400	0.0630	rs12443803	-2.185	rs2076142	 0.04716	 4.20	-0.032	 52	 52	blup	0.061	5.7e-05	-0.03299	0.97368
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.FAM173A_65990.wgt.RDat	FAM173A	16	771158	772589	0.0773	rs12443803	-2.185	rs4589552	 0.06063	 4.37	 0.123	 43	  1	top1	0.061	6.2e-05	 0.12300	0.90211
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.NARFL_64428.wgt.RDat	NARFL	16	779771	790997	0.0795	rs12443803	-2.185	rs2071950	 0.01405	-3.52	 1.115	 48	 10	enet	0.057	9.7e-05	-1.23890	0.21538
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.TPSD1_23430.wgt.RDat	TPSD1	16	1306273	1308494	0.2555	rs8049082	 1.344	rs9937881	 0.03719	 4.74	-0.047	 31	 31	blup	0.082	3.6e-06	-0.47468	0.63502
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.NUBP2_10101.wgt.RDat	NUBP2	16	1832933	1839191	0.0461	rs8047464	 2.734	rs12149777	 0.02466	-3.77	 1.952	 54	 54	blup	0.031	0.0032	-2.34451	0.01905
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.FAHD1_81889.wgt.RDat	FAHD1	16	1877225	1890201	0.1037	rs8047464	 2.734	rs1657093	 0.14926	 6.49	 1.075	 73	  1	top1	0.15	2.7e-10	 1.07500	0.28237
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.C16orf73_254528.wgt.RDat	C16orf73	16	1883984	1934295	0.0389	rs8047464	 2.734	rs3743854	 0.01374	-3.63	 1.145	 91	 91	blup	0.029	0.0047	-1.13045	0.25829
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.HS3ST6_64711.wgt.RDat	HS3ST6	16	1961467	1968231	0.0439	rs8055325	 2.582	rs740466	 0.05243	-4.08	 2.517	 54	  1	top1	0.052	0.00019	-2.51700	0.01184
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.RPS2_6187.wgt.RDat	RPS2	16	2012062	2014827	0.1590	rs8055325	 2.582	rs758334	 0.04854	-4.05	 1.793	 59	  1	top1	0.049	0.00032	-1.79300	0.07297
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.FLJ42627_645644.wgt.RDat	FLJ42627	16	2688983	2696128	0.0682	rs11642384	 0.747	rs11646579	 0.04056	-4.12	-0.269	 13	 13	blup	0.047	0.00038	-0.05944	0.95260
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.PRSS21_10942.wgt.RDat	PRSS21	16	2867164	2871716	0.0787	rs11862984	-1.856	rs12599113	-0.00324	 2.26	-0.353	 45	 45	blup	0.027	0.0056	-0.29028	0.77160
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.PRSS30P_124221.wgt.RDat	PRSS30P	16	2889575	2892711	0.0686	rs4785914	 2.212	rs17659759	 0.00958	-3.69	 0.256	 34	 34	blup	0.058	8.6e-05	 0.45518	0.64898
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.FLYWCH1_84256.wgt.RDat	FLYWCH1	16	2961980	3001208	0.0617	rs4785914	 2.212	rs886427	 0.05576	 4.22	-0.691	 60	  1	top1	0.056	0.00012	-0.69100	0.48957
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.ZNF213_7760.wgt.RDat	ZNF213	16	3185057	3192804	0.0458	rs2238391	-1.163	rs2735537	 0.03630	 3.41	-0.091	 40	  1	top1	0.036	0.0017	-0.09100	0.92749
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.NLRC3_197358.wgt.RDat	NLRC3	16	3589038	3627392	0.1484	rs1124285	 2.327	rs12933120	 0.05015	-4.57	 0.200	 39	  2	lasso	0.11	1.1e-07	 1.28444	0.19899
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.C16orf75_116028.wgt.RDat	C16orf75	16	11343506	11445617	0.1416	rs151769	 2.112	rs6498185	 0.01103	 3.84	 0.262	114	114	blup	0.021	0.014	-0.09778	0.92210
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.NDE1_54820.wgt.RDat	NDE1	16	15737124	15820206	0.0480	rs2072619	 1.858	rs881803	 0.02107	-3.74	 0.498	 64	  1	top1	0.021	0.013	-0.49800	0.61848
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.TMC5_79838.wgt.RDat	TMC5	16	19421861	19510432	0.0757	rs727187	 1.556	rs8059797	 0.01235	 3.81	 0.756	103	103	blup	0.029	0.0044	 0.04235	0.96622
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.IQCK_124152.wgt.RDat	IQCK	16	19727778	19868857	0.0705	rs2354584	-2.526	rs950928	 0.02150	 3.50	-1.833	 73	 73	blup	0.036	0.0017	-1.58460	0.11306
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.ACSM1_116285.wgt.RDat	ACSM1	16	20634559	20709066	0.1257	rs163269	 1.045	rs7404783	-0.00247	 2.63	 0.227	 54	 54	blup	0.04	0.001	 0.37006	0.71134
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.THUMPD1_55623.wgt.RDat	THUMPD1	16	20744991	20753199	0.0435	rs163253	-0.931	rs11642478	 0.04257	 3.65	-0.033	 30	  1	top1	0.043	0.00071	-0.03300	0.97367
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.TMEM159_57146.wgt.RDat	TMEM159	16	21169912	21191935	0.0743	rs1882708	 1.860	rs1862268	 0.00196	-3.34	-1.258	 53	  8	enet	0.017	0.023	 0.91397	0.36073
