PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.PTDSS2_81490.wgt.RDat	PTDSS2	11	450280	491386	0.0783	rs11748	-2.197	rs7930593	 0.03454	-4.03	 1.091	 57	 14	enet	0.049	0.00029	-0.4856	0.62723
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.TMEM80_283232.wgt.RDat	TMEM80	11	695616	705028	0.3467	rs10902208	 2.536	rs11246262	 0.16762	-6.50	-2.083	 49	  1	top1	0.17	1.9e-11	 2.0830	0.03725
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.CEND1_51286.wgt.RDat	CEND1	11	787110	790126	0.0514	rs10902222	 1.220	rs1130663	 0.00214	-3.56	-0.548	 52	 52	blup	0.022	0.011	 0.0405	0.96770
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.LOC338651_338651.wgt.RDat	LOC338651	11	1593971	1620414	0.0614	rs10838027	-1.874	rs12418425	 0.01455	 3.58	 0.563	 73	 73	blup	0.025	0.0075	 1.2257	0.22031
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.TNNI2_7136.wgt.RDat	TNNI2	11	1860233	1862910	0.1086	rs10743001	-2.024	rs907611	 0.08612	-4.76	 0.814	 44	  1	top1	0.086	1.9e-06	-0.8140	0.41564
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.C11orf21_29125.wgt.RDat	C11orf21	11	2317507	2323143	0.1110	rs800123	 3.546	rs4930076	 0.04212	 4.19	 0.384	 65	  7	lasso	0.046	0.00046	 1.1883	0.23472
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.TSPAN32_10077.wgt.RDat	TSPAN32	11	2323243	2339430	0.1867	rs800123	 3.546	rs2074023	 0.10674	-5.33	-1.780	 69	  1	top1	0.11	1.1e-07	 1.7800	0.07508
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.SLC22A18AS_5003.wgt.RDat	SLC22A18AS	11	2909328	2925175	0.1047	rs11024581	-2.434	rs389646	 0.04752	 4.42	-1.005	 60	  1	top1	0.048	0.00036	-1.0050	0.31490
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.SLC22A18_5002.wgt.RDat	SLC22A18	11	2920951	2946475	0.2471	rs11024581	-2.434	rs16928945	 0.16568	-6.79	 1.872	 61	  4	lasso	0.19	4.3e-13	-2.3141	0.02066
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.OR51E2_81285.wgt.RDat	OR51E2	11	4701401	4719076	0.1185	rs4910526	 1.977	rs10500611	 0.01933	 4.48	 0.367	100	  4	lasso	0.05	0.00025	 0.2913	0.77080
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.CCKBR_887.wgt.RDat	CCKBR	11	6280966	6293355	0.0809	rs11824974	-2.076	rs1553746	 0.07435	 5.23	 0.780	 78	  1	top1	0.074	9.7e-06	 0.7800	0.43539
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.RIC3_79608.wgt.RDat	RIC3	11	8127597	8190590	0.1967	rs7941439	-2.751	rs9783349	 0.17245	 6.67	 0.020	 96	  1	top1	0.17	9.1e-12	 0.0200	0.98404
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.STK33_65975.wgt.RDat	STK33	11	8413418	8615775	0.0795	rs7116588	 3.601	rs11822779	 0.00467	 3.62	 3.454	121	  8	lasso	0.017	0.024	 3.0987	0.00194
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.TRIM66_9866.wgt.RDat	TRIM66	11	8633586	8693413	0.2817	rs11822779	 3.454	rs10840106	 0.21590	 7.41	 0.692	 61	  5	lasso	0.22	1.1e-14	 0.8150	0.41505
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.SAAL1_113174.wgt.RDat	SAAL1	11	18101891	18127638	0.1200	rs7937049	-2.883	rs10500831	 0.06245	-4.72	 1.077	 52	 52	blup	0.066	3e-05	-1.5809	0.11390
TCGA-OV.TUMOR	data/TCGA-OV.TUMOR/TCGA-OV.TUMOR/TCGA-OV.TUMOR.GTF2H1_2965.wgt.RDat	GTF2H1	11	18343816	18388590	0.0501	rs10832934	-2.458	rs4150615	 0.03794	-4.21	 0.841	 63	  1	top1	0.038	0.0013	-0.8410	0.40035
