PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
TCGA-PRAD.TUMOR	data/Updated_PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.RPL23AP53_644128.wgt.RDat	RPL23AP53	8	158347	182318	0.1866	rs2909633	 1.86	rs11780869	 0.064452	 0.000	-1.009	 51	 51	blup	0.15	2.7e-15	 0.9845	3.25e-01
TCGA-PRAD.TUMOR	data/Updated_PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.ZNF596_169270.wgt.RDat	ZNF596	8	182200	197332	0.0691	rs2909633	 1.86	rs11780869	 0.020866	 0.000	-1.009	 63	 63	blup	0.029	0.00046	-0.1068	9.15e-01
TCGA-PRAD.TUMOR	data/Updated_PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.CLN8_2055.wgt.RDat	CLN8	8	1711870	1734735	0.0527	rs7387547	-2.19	rs2957060	 0.003879	 0.000	-0.005	 58	 58	blup	0.02	0.0028	 0.3059	7.60e-01
TCGA-PRAD.TUMOR	data/Updated_PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.KBTBD11_9920.wgt.RDat	KBTBD11	8	1922044	1955108	0.1100	rs7813168	 2.06	rs7386814	 0.041712	 0.000	 0.410	 75	 11	enet	0.061	5.8e-07	 0.3144	7.53e-01
TCGA-PRAD.TUMOR	data/Updated_PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.MYOM2_9172.wgt.RDat	MYOM2	8	1993158	2093379	0.0843	NA	   NA	NA	       NA	    NA	    NA	  0	  0	top1	0.041	3.5e-05	     NA	      NA
TCGA-PRAD.TUMOR	data/Updated_PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.CSMD1_64478.wgt.RDat	CSMD1	8	2792876	4852328	0.3150	NA	   NA	NA	       NA	    NA	    NA	  0	  0	top1	0.3	3.5e-31	     NA	      NA
TCGA-PRAD.TUMOR	data/Updated_PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.SGK223_157285.wgt.RDat	SGK223	8	8175259	8239257	0.0578	rs712258	-1.68	rs17669452	 0.045970	-1.120	 0.536	100	  1	top1	0.046	1.3e-05	-0.5360	5.92e-01
TCGA-PRAD.TUMOR	data/Updated_PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.PPP1R3B_79660.wgt.RDat	PPP1R3B	8	8993774	9009084	0.0633	rs4841106	 2.52	rs7009435	 0.013723	 0.000	 1.563	 69	 69	blup	0.021	0.0026	-0.3188	7.50e-01
TCGA-PRAD.TUMOR	data/Updated_PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.MSRA_4482.wgt.RDat	MSRA	8	9911830	10286399	0.0571	NA	   NA	NA	       NA	    NA	    NA	  0	  0	top1	0.021	0.0027	     NA	      NA
TCGA-PRAD.TUMOR	data/Updated_PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.AMAC1L2_83650.wgt.RDat	AMAC1L2	8	11188495	11189695	0.0441	rs11782742	-3.55	rs3808518	 0.035955	 0.000	 1.572	 55	 55	blup	0.046	1.2e-05	-2.1024	3.55e-02
TCGA-PRAD.TUMOR	data/Updated_PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.TDH_157739.wgt.RDat	TDH	8	11197146	11225961	0.0591	rs1560971	-3.91	rs7836248	 0.024096	 0.000	 1.824	 67	 67	blup	0.056	1.5e-06	-3.2801	1.04e-03
TCGA-PRAD.TUMOR	data/Updated_PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.NEIL2_252969.wgt.RDat	NEIL2	8	11627172	11644854	0.0733	rs10101195	-3.06	rs10112596	 0.023932	 0.000	 0.074	 97	 97	blup	0.025	0.0012	 0.1537	8.78e-01
TCGA-PRAD.TUMOR	data/Updated_PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.FDFT1_2222.wgt.RDat	FDFT1	8	11653082	11696817	0.0699	rs10101195	-3.06	rs904006	 0.038764	 0.000	 0.188	110	  6	lasso	0.048	8.8e-06	-1.6417	1.01e-01
TCGA-PRAD.TUMOR	data/Updated_PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.CTSB_1508.wgt.RDat	CTSB	8	11700036	11725646	0.0913	rs1296025	-2.77	rs7001819	 0.076670	 0.000	-2.037	 61	  6	lasso	0.082	6.3e-09	-2.4294	1.51e-02
TCGA-PRAD.TUMOR	data/Updated_PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.FAM86B1_85002.wgt.RDat	FAM86B1	8	12039614	12051624	0.0862	NA	   NA	NA	       NA	    NA	    NA	  0	  0	top1	0.059	8e-07	     NA	      NA
TCGA-PRAD.TUMOR	data/Updated_PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.MSR1_4481.wgt.RDat	MSR1	8	15965388	16050300	0.0406	rs7016138	-1.76	rs2628289	-0.002571	 0.000	 1.185	109	109	blup	0.013	0.014	-0.5392	5.90e-01
TCGA-PRAD.TUMOR	data/Updated_PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.FGF20_26281.wgt.RDat	FGF20	8	16850334	16859674	0.0773	rs7813540	 1.45	rs1094728	 0.040428	 0.000	 0.819	 58	 58	blup	0.052	3.9e-06	 0.6585	5.10e-01
TCGA-PRAD.TUMOR	data/Updated_PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.SLC7A2_6542.wgt.RDat	SLC7A2	8	17354600	17428073	0.0588	rs2245183	 3.32	rs1034559	 0.001329	 0.000	-1.270	155	155	blup	0.026	0.00084	-0.2722	7.85e-01
TCGA-PRAD.TUMOR	data/Updated_PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.NAT2_10.wgt.RDat	NAT2	8	18248755	18258723	0.0996	NA	   NA	NA	       NA	    NA	    NA	  0	  0	top1	0.11	6.7e-12	     NA	      NA
TCGA-PRAD.TUMOR	data/Updated_PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.SH2D4A_63898.wgt.RDat	SH2D4A	8	19171207	19253314	0.0539	rs7831738	 2.21	rs1915416	 0.018978	 0.339	 0.381	114	114	blup	0.036	9.8e-05	 0.0404	9.68e-01
TCGA-PRAD.TUMOR	data/Updated_PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.GFRA2_2675.wgt.RDat	GFRA2	8	21549530	21646346	0.0488	NA	   NA	NA	       NA	    NA	    NA	  0	  0	top1	0.023	0.0016	     NA	      NA
TCGA-PRAD.TUMOR	data/Updated_PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.DOK2_9046.wgt.RDat	DOK2	8	21563902	21771205	0.0391	rs6587004	 1.96	rs2410694	 0.022976	 0.000	-0.952	124	124	blup	0.024	0.0012	 0.2794	7.80e-01
TCGA-PRAD.TUMOR	data/Updated_PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.EPB49_2039.wgt.RDat	EPB49	8	21911081	21940035	0.1901	rs3176298	 2.84	rs1058486	 0.091852	 0.000	 0.843	 63	 63	blup	0.12	8.3e-13	-2.4417	1.46e-02
