PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.SNRNP25_79622.wgt.RDat	SNRNP25	16	103829	107668	0.0882	rs2562181	-1.461	rs216590	 0.096692	  6.39	 0.260	  30	  1	top1	0.097	2.7e-10	 0.2600	0.794864
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.NPRL3_8131.wgt.RDat	NPRL3	16	134273	188672	0.1142	rs6600143	-1.727	rs2562164	 0.101205	 -6.62	 0.246	  60	 60	blup	0.1	6.8e-11	-0.1176	0.906384
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.RGS11_8786.wgt.RDat	RGS11	16	318310	325914	0.1320	rs8063821	 3.577	rs2685126	 0.012484	  4.77	-1.092	  59	 59	blup	0.054	2.4e-06	-0.3666	0.713887
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.ARHGDIG_398.wgt.RDat	ARHGDIG	16	330606	333003	0.0766	rs8063821	 3.577	rs214252	 0.003826	 -3.62	-1.089	  56	 12	enet	0.042	3.3e-05	-0.3203	0.748740
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.AXIN1_8312.wgt.RDat	AXIN1	16	337440	402464	0.0662	rs8063821	 3.577	rs1204042	 0.031818	 -4.76	-1.941	  88	 88	blup	0.052	3.5e-06	 0.4869	0.626296
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.TMEM8A_58986.wgt.RDat	TMEM8A	16	420777	431978	0.0686	rs2885415	 3.218	rs3830160	 0.095172	  6.19	-2.707	  51	  1	top1	0.095	3.7e-10	-2.7070	0.006789
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.LOC100134368_100134368.wgt.RDat	LOC100134368	16	432241	442960	0.0492	rs2885415	 3.218	rs1573736	 0.004495	  3.94	 2.844	  48	 48	blup	0.043	2.5e-05	 2.8005	0.005102
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.DECR2_26063.wgt.RDat	DECR2	16	451858	462486	0.1387	rs3848368	-3.095	rs1204504	 0.148208	  7.91	 0.678	  43	 43	blup	0.19	5.4e-20	 0.0810	0.935482
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.PIGQ_9091.wgt.RDat	PIGQ	16	617032	634108	0.0498	rs2269556	 2.378	rs15564	 0.055599	 -4.89	 2.289	  48	  1	top1	0.056	1.7e-06	-2.2890	0.022079
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.WFIKKN1_117166.wgt.RDat	WFIKKN1	16	679239	684116	0.2028	rs34409359	 2.566	rs4984672	 0.387696	 12.30	 2.057	  48	  1	top1	0.39	6.3e-43	 2.0570	0.039686
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.JMJD8_339123.wgt.RDat	JMJD8	16	731667	734439	0.0427	rs34409359	 2.566	rs4589552	 0.025511	 -4.01	 0.295	  50	 50	blup	0.029	5e-04	-1.1403	0.254171
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.HAGHL_84264.wgt.RDat	HAGHL	16	776958	779715	0.0321	rs13336445	-2.100	rs12448432	 0.005942	  3.83	 0.595	  41	 41	blup	0.011	0.022	 0.4516	0.651532
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.LMF1_64788.wgt.RDat	LMF1	16	903635	1031318	0.1235	rs12448994	-3.080	rs3751667	 0.067911	  5.42	-0.545	  99	  1	top1	0.068	1.3e-07	-0.5450	0.585754
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.TPSB2_64499.wgt.RDat	TPSB2	16	1277272	1280185	0.2077	rs1075789	 1.891	rs3897150	 0.135903	 -7.34	-1.039	  44	 16	enet	0.16	1.2e-16	 0.7444	0.456623
TCGA-PRAD.TUMOR	data/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR/TCGA-PRAD.TUMOR.TPSD1_23430.wgt.RDat	TPSD1	16	1306273	1308494	0.4866	rs9937881	-1.491	rs7198064	 0.095504	 -7.78	-0.927	  36	 19	enet	0.32	4.5e-34	 0.3500	0.726358
