PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
TCGA-SKCM.TUMOR	data/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.GET4_51608.wgt.RDat	GET4	7	891587	936071	0.233	rs6962883	 3.463	rs12669325	 0.05531	-3.28	 0.1320	 63	 18	enet	0.11	0.00055	 0.0360	0.971251
TCGA-SKCM.TUMOR	data/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.ZFAND2A_90637.wgt.RDat	ZFAND2A	7	1192544	1199855	0.163	rs7802508	 3.046	rs2960839	 0.08462	 4.47	-1.1731	 55	 55	blup	0.11	0.00078	-1.0203	0.307607
TCGA-SKCM.TUMOR	data/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.LOC389458_389458.wgt.RDat	LOC389458	7	5023302	5112853	0.151	rs10234867	 3.489	rs7777964	 0.03345	 3.43	 3.4255	 63	  1	top1	0.033	0.045	 3.4255	0.000614
TCGA-SKCM.TUMOR	data/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.PMS2_5395.wgt.RDat	PMS2	7	6010556	6048737	0.237	rs17136307	-1.756	rs1062372	 0.17709	-4.57	 1.3191	 48	  4	enet	0.18	1.5e-05	-1.3990	0.161804
TCGA-SKCM.TUMOR	data/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.TOMM7_54543.wgt.RDat	TOMM7	7	22852254	22862421	0.151	rs2103109	-2.702	rs4329182	 0.08809	-3.82	 0.9699	 63	  1	top1	0.088	0.0024	-0.9699	0.332096
TCGA-SKCM.TUMOR	data/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.LOC441204_441204.wgt.RDat	LOC441204	7	26438339	26538594	0.366	rs4722596	 1.983	rs1229684	 0.08255	-3.73	 0.5752	138	  1	top1	0.083	0.0032	-0.5752	0.565156
TCGA-SKCM.TUMOR	data/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.PGAM2_5224.wgt.RDat	PGAM2	7	44102327	44105163	0.332	rs11769882	 1.556	rs6968228	 0.08602	-3.88	 0.3433	 34	 34	blup	0.14	0.00017	-1.0662	0.286313
TCGA-SKCM.TUMOR	data/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.IKZF1_10320.wgt.RDat	IKZF1	7	50344378	50472796	0.159	rs7458084	-2.221	rs7809377	 0.02691	-3.34	 0.1902	 78	 14	enet	0.059	0.011	-0.5490	0.582973
TCGA-SKCM.TUMOR	data/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.ZNF107_51427.wgt.RDat	ZNF107	7	64126511	64171399	0.264	rs7788677	-2.178	rs6973516	 0.09750	 3.96	-0.5616	 40	  1	top1	0.098	0.0014	-0.5616	0.574389
TCGA-SKCM.TUMOR	data/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.ZNF117_51351.wgt.RDat	ZNF117	7	64434830	64467121	0.130	rs6956537	-2.552	rs4718180	 0.11427	 3.87	 1.6834	 26	  1	top1	0.11	0.00058	 1.6834	0.092298
TCGA-SKCM.TUMOR	data/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.INTS4L1_285905.wgt.RDat	INTS4L1	7	64601603	64694599	0.153	rs580759	-2.774	rs594456	 0.11114	-3.67	 1.3460	 33	 33	blup	0.12	0.00053	-0.9339	0.350331
TCGA-SKCM.TUMOR	data/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.TYW1_55253.wgt.RDat	TYW1	7	66461817	66704496	0.556	rs7790407	 2.542	rs13340529	 0.02499	 4.19	-0.4699	 77	 77	blup	0.21	3.1e-06	 0.4272	0.669248
TCGA-SKCM.TUMOR	data/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.STAG3L4_64940.wgt.RDat	STAG3L4	7	66767616	66786512	0.245	rs17144562	 1.485	rs956523	 0.07177	-3.60	-0.4157	 31	 31	blup	0.13	2e-04	 0.2735	0.784435
TCGA-SKCM.TUMOR	data/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.CALN1_83698.wgt.RDat	CALN1	7	71244477	71912136	0.374	rs4719198	-2.849	rs4577845	 0.04351	-4.33	-1.1460	271	 10	enet	0.25	3.1e-07	 0.4881	0.625487
