PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
TCGA-SKCM.TUMOR	data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.IRF7_3665.wgt.RDat	IRF7	11	612556	615999	0.237	rs12421158	-2.19	rs1599726	 0.01718	 0	-1.174	 46	46	blup	0.14	0.00015	 0.4859	0.6270
TCGA-SKCM.TUMOR	data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.MUC6_4588.wgt.RDat	MUC6	11	1012824	1036706	0.260	rs6597947	 3.60	rs11246357	 0.00408	 0	 1.727	 57	 9	enet	0.031	0.051	-1.8833	0.0597
TCGA-SKCM.TUMOR	data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.TMEM41B_440026.wgt.RDat	TMEM41B	11	9302201	9336296	0.158	rs10770022	-1.35	rs11042231	 0.02091	 0	 0.422	 32	 6	enet	0.069	0.0066	-0.9259	0.3545
TCGA-SKCM.TUMOR	data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.INSC_387755.wgt.RDat	INSC	11	15133970	15268752	0.412	rs2350993	-4.18	rs12275356	-0.01108	 0	-2.576	143	14	enet	0.026	0.066	 2.1079	0.0350
TCGA-SKCM.TUMOR	data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.PIK3C2A_5286.wgt.RDat	PIK3C2A	11	17099277	17229530	0.104	NA	   NA	NA	      NA	NA	    NA	  0	 0	top1	0.087	0.0025	     NA	    NA
TCGA-SKCM.TUMOR	data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.TPH1_7166.wgt.RDat	TPH1	11	18042084	18062335	0.245	rs7120998	-2.07	rs211141	-0.00495	 0	 0.116	 38	 5	enet	0.046	0.023	 1.6340	0.1023
TCGA-SKCM.TUMOR	data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.GTF2H1_2965.wgt.RDat	GTF2H1	11	18343816	18388590	0.166	rs7103375	-2.08	rs874957	-0.00294	 0	 1.525	 64	64	blup	0.012	0.15	 0.6991	0.4845
TCGA-SKCM.TUMOR	data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.LDHC_3948.wgt.RDat	LDHC	11	18433853	18472792	0.312	NA	   NA	NA	      NA	NA	    NA	  0	 0	top1	0.26	1.6e-07	     NA	    NA
TCGA-SKCM.TUMOR	data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.HSD17B12_51144.wgt.RDat	HSD17B12	11	43702143	43878160	0.154	rs11037703	 2.00	rs2862996	 0.07682	 0	 0.409	116	17	enet	0.084	0.003	 0.4389	0.6607
TCGA-SKCM.TUMOR	data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.ACCS_84680.wgt.RDat	ACCS	11	44087475	44105569	0.183	rs3134909	-1.97	rs11037804	 0.07276	 0	-0.282	 71	 6	lasso	0.077	0.0042	-0.4425	0.6582
TCGA-SKCM.TUMOR	data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.LOC441601_441601.wgt.RDat	LOC441601	11	50239000	50257623	0.210	NA	   NA	NA	      NA	NA	    NA	  0	 0	top1	0.12	5e-04	     NA	    NA
TCGA-SKCM.TUMOR	data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.TIMM10_26519.wgt.RDat	TIMM10	11	57295936	57298232	0.425	rs2729385	-1.38	rs2729353	 0.12006	 0	 0.716	 43	10	enet	0.21	2.4e-06	-0.0651	0.9481
TCGA-SKCM.TUMOR	data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.MS4A14_84689.wgt.RDat	MS4A14	11	60145958	60185226	0.257	rs4146870	 1.63	rs10897047	 0.16891	 0	 1.400	 87	 7	lasso	0.17	2.4e-05	 1.3215	0.1863
TCGA-SKCM.TUMOR	data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.EML3_256364.wgt.RDat	EML3	11	62369691	62380237	0.321	rs11231164	 1.58	rs7122541	 0.02826	 0	-1.407	 29	 2	lasso	0.075	0.0049	-0.2847	0.7759
TCGA-SKCM.TUMOR	data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.ROM1_6094.wgt.RDat	ROM1	11	62380213	62382590	0.346	rs11231164	 1.58	rs7124057	 0.11784	 0	-0.508	 24	24	blup	0.14	0.00011	 0.6289	0.5294
